Gercek_Churn,Tahmin_Churn,Churn_Olasiligi
0,0,0.1715059402796212
0,0,0.04846972574661457
0,0,0.04912042491281979
0,0,0.029867416002502534
0,1,0.740692721379812
0,0,0.12280047941207968
0,0,0.14919177221212426
1,1,0.8226343658542552
0,0,0.004439957743024829
0,1,0.6068828471719268
0,0,0.21621079609990204
0,0,0.020392290116506204
0,0,0.043517432746803635
0,1,0.647243473361552
1,1,0.6910084369818948
1,1,0.7143487508165097
0,0,0.003907961511331845
1,1,0.5374779359310632
0,0,0.17325848819738354
0,1,0.5273246830131909
0,1,0.539656647825427
0,0,0.29113963178681884
0,0,0.016539630720807375
0,0,0.3574405954410016
1,1,0.6300085160494647
0,0,0.030983617411822494
0,0,0.30417700767915623
0,0,0.020446929070116127
0,1,0.6256736872905363
1,1,0.6182332111395272
1,0,0.40535254388680864
0,0,0.0034837920649940413
1,1,0.5787634923884948
0,1,0.629031722326368
1,1,0.5354441741309321
1,0,0.48519327989930006
0,0,0.07698648196944875
1,0,0.16172059859050672
0,0,0.043233486613059716
0,0,0.18766820460992562
0,0,0.48325632998416407
1,1,0.6392287609267978
1,0,0.20345597351439737
0,0,0.012255334093044398
1,1,0.6291342749029372
0,0,0.009471923435177651
1,1,0.648024699381652
1,1,0.5077540152715329
0,0,0.07163373445035948
0,0,0.12011449667836846
0,0,0.023580637679477566
1,1,0.611194732305451
0,0,0.039431744656039186
1,1,0.6884991389327793
1,1,0.6653064161182137
1,0,0.3174921146214501
1,1,0.5313322208475075
0,0,0.4300160764394074
0,0,0.16926245832126588
1,1,0.5950359707474199
1,0,0.3202019927569775
0,0,0.16549357453984537
0,0,0.44125952136136887
0,0,0.014413069077674506
0,0,0.06776806700808818
0,0,0.18245093452655894
0,0,0.009016108352702255
0,0,0.0029106048052316485
0,0,0.19523034750663862
1,0,0.4711407180984257
0,0,0.04085712694434554
1,1,0.7145214562052947
0,1,0.5982823917730715
0,0,0.08695233000752038
0,0,0.20276943239302406
0,0,0.04038379853829466
1,1,0.8475233244883836
0,0,0.25093899728092933
1,1,0.5516978888372737
0,0,0.20844464740824753
0,0,0.0028139415996751914
1,0,0.24176299988869324
0,0,0.015449036144441732
1,1,0.5396790063046331
0,0,0.010375759257974257
0,0,0.4081101910781164
0,0,0.45085925826889367
0,0,0.004962983086431668
0,0,0.31120732067338
0,0,0.36380573610237005
0,0,0.030032352634623234
0,0,0.2722903038083702
1,1,0.6887114215731717
0,1,0.6553653001702929
0,0,0.014802122016316513
1,0,0.29084065686675764
1,1,0.7586579282674987
0,0,0.08548763317198188
0,0,0.34504436465283717
0,0,0.025689882681790236
1,0,0.20681525271432555
0,0,0.05537561769145374
0,0,0.22634824976594808
0,0,0.09192140748455786
0,1,0.5440816855319861
0,0,0.24382196267805725
1,1,0.6763249831014323
0,0,0.1984097189483877
0,0,0.010843842844875403
0,0,0.10849005442257828
0,0,0.12440567373775913
1,0,0.09252486856991055
1,0,0.4671815632222739
0,0,0.16150028861035895
0,0,0.10009801036497487
0,0,0.0020614089385998157
1,1,0.5268160331534745
1,1,0.5425770823863784
1,0,0.38180861141891664
1,1,0.5426597328723485
0,0,0.016067609735950783
0,0,0.03777314977248312
0,0,0.044838238627848644
1,1,0.6928132953228359
1,1,0.5157878767579037
0,0,0.20997090107541924
0,0,0.0055467660949679466
0,1,0.5878713804842459
1,0,0.0046020857868647
0,0,0.29259700808088374
0,0,0.012053866476246422
1,1,0.5545940170551117
0,0,0.03338550184190622
0,0,0.08343512506224983
0,0,0.15417451549444317
0,0,0.12449293978805333
0,0,0.002915412877795979
0,1,0.5439503094224785
0,0,0.00437804510845504
0,1,0.6251345022687272
0,0,0.18409205612586133
0,0,0.30252186147501897
1,0,0.23008813641341078
0,0,0.010252363908765334
0,0,0.0027528326589654917
1,1,0.5357418282389951
0,0,0.003558806888793517
1,1,0.6944873041164563
0,0,0.379605970797335
1,0,0.03506392632397359
0,0,0.4649508513668095
0,0,0.12143957343938548
1,1,0.5461834281051964
0,0,0.17774471970862157
1,0,0.07282308106960744
0,0,0.2210207364142007
0,0,0.014732252862008789
0,1,0.6741276152274762
0,0,0.17691199135800814
0,0,0.17622333284408578
0,0,0.4378534723226348
0,0,0.20797814316838453
1,0,0.32307890224307173
0,0,0.07628591766145348
0,0,0.2561070445889077
1,0,0.44974339891708676
0,0,0.12497849305600248
0,0,0.021547703612042113
0,1,0.7043089752351377
1,1,0.7301989347083909
0,0,0.17824650381436297
1,1,0.5661754764456316
1,1,0.6788482180615506
0,0,0.002278694311115036
0,0,0.33340939245925844
0,0,0.04416003851746428
0,0,0.015321894953322363
0,0,0.39233020299772126
0,0,0.24091187861561095
1,0,0.274214928048615
0,0,0.06060989262287655
1,1,0.8152622773463151
0,1,0.6767858754337563
1,1,0.64134518190811
1,1,0.6741882467649357
0,0,0.12449351216435575
0,0,0.00717704619824417
1,1,0.6709829316625233
0,1,0.7844313773228831
0,0,0.19162274784398176
0,1,0.5576621022300992
0,0,0.03754229820830943
0,1,0.5394574622925754
0,0,0.11552128677864477
0,0,0.20968687857556595
1,1,0.5641437000936034
0,0,0.4196200890943867
0,0,0.24852573950226198
0,0,0.20852485707088317
0,0,0.3729090841334519
0,0,0.07142617276943944
0,0,0.06575820964562727
0,0,0.22589282270142144
0,0,0.01431235292037692
0,0,0.2975821362318331
0,0,0.008320179375261496
0,0,0.2040369041992437
0,0,0.11488677933140819
1,1,0.6109183580050502
0,0,0.025421516931677407
0,0,0.06706643702950901
0,0,0.02653031760273463
1,1,0.7921229800334083
0,0,0.03769744156510417
1,0,0.1441513186499776
0,0,0.3245785076408395
1,1,0.6879340946706218
0,0,0.039857802325266055
0,0,0.004831417784091024
0,0,0.003002734483228138
0,0,0.22517103172518446
1,0,0.23804943663099648
0,0,0.3905739129008559
0,0,0.21750466611291977
0,0,0.01724816928041792
0,0,0.09704728162836608
1,1,0.7149699115163332
1,1,0.6187578409555412
0,0,0.08896854466970402
0,0,0.014892602562198156
0,0,0.03147866575789044
1,0,0.02542965516970899
1,1,0.6859922642945956
0,0,0.16648716403995967
0,0,0.13341338535125308
0,1,0.5577572086006433
0,0,0.3387174425919507
0,0,0.34544107942163127
1,1,0.6252800356597592
1,0,0.14047167295994142
0,0,0.0454461977753556
0,0,0.2876533292114451
0,0,0.009417917879217636
0,0,0.31850852413501596
1,1,0.5025177185521525
0,0,0.2781499562608787
0,0,0.26890346459701275
0,0,0.01757784690253876
0,0,0.003142304137440664
0,0,0.47812128105035573
0,0,0.31864549319077135
0,0,0.2400299128881358
0,0,0.012590740689918084
1,1,0.7270617604928133
0,1,0.6123857753374049
0,1,0.5492089003406344
0,0,0.00903728140771712
1,0,0.49846572258422184
0,1,0.6077818899311608
0,0,0.036678943597607316
0,0,0.31747353734931016
0,0,0.38931716585079146
0,1,0.7455329635442425
0,1,0.6276570036959251
1,1,0.5005736584858099
1,1,0.7861159546533476
0,0,0.08485727564691799
0,0,0.4998519498974928
1,0,0.3311868225504813
1,0,0.18194172133180878
1,0,0.406474985697458
0,0,0.001976931251883809
0,0,0.07022386242505275
0,0,0.18727794394860367
0,0,0.0036356697195202062
0,0,0.23951947499820925
0,0,0.048487183503379966
0,0,0.4227124360874011
1,1,0.6555767553603525
0,0,0.022952936941523745
0,0,0.014360243987102615
0,0,0.14176277704261747
0,0,0.10603747044927428
1,1,0.7144957034021772
0,0,0.028713856310842938
0,1,0.5941857738071099
0,0,0.053524098987392264
0,0,0.06863725347481511
0,0,0.25777917903228414
1,1,0.7425668030767338
0,0,0.08781215873232917
0,0,0.012247484821826094
0,0,0.026603697494909546
0,0,0.03544831181993914
0,0,0.14641021713308364
0,0,0.031108080954194962
0,0,0.22373815002117356
0,0,0.0018587633974221556
0,0,0.11975826356186728
1,1,0.697487079366634
0,0,0.02791413220026241
0,0,0.046328904892089705
0,1,0.5689343156832346
1,1,0.8104416186138382
0,0,0.15206026098295616
0,0,0.18739194552796895
0,0,0.0049365057984274855
0,0,0.12443806210454783
1,1,0.5781640404797411
0,0,0.004821793757470028
0,1,0.5483606479261836
0,0,0.04039705382919307
0,0,0.018170372123945996
0,0,0.019100312481261508
0,0,0.22763018774952587
0,0,0.05483604437540824
0,0,0.2676173931302059
0,0,0.030679106157793824
0,0,0.017345034743177598
1,1,0.7818753381996075
0,0,0.03637648886582651
0,0,0.11488443267013242
0,0,0.2645041278551114
0,0,0.0016545638867860666
0,0,0.03138549235838329
0,1,0.7503695074349708
0,0,0.004590801811366354
1,1,0.5028714777412089
0,0,0.24897943368201986
0,0,0.31833064953343265
0,0,0.13769574247928693
0,0,0.1312488051547641
0,0,0.02563897927591488
0,0,0.004520196789778548
